Project No,Project Name,Status,Progress,Assigned To,Related To,Start Date,Target End Date,Total Project Samples,Sample # Range,Purchase Order No,General Description,No of Samples Stored,No of Samples Disposed Of,Net Weight of Material,Material Retrieved By,Date Destroyed,Location Destroyed,Method Used,Description Information,Person Responsible,Witnesses Present,Max Project Time (Days),Actual End Date,Work Type,GoogleDocs Link,Created Time,Modified Time,Number of Liquid Samples,Liquid Analysis Description,Est Hrs Analyst Liquid ,Est Hrs Instrument Liquid,Number of Solid Samples,Solid Analysis Description,Est Hrs Instrument Solid ,Est Hrs Analyst Solid ,Number of Gas Samples,Gas Analysis Description,Est Hrs Analyst Gas,Est Hrs Instrument Gas
P8712,11651 Pine St Mission Ridge,9. Billed,100%,admin,Contacts::::Don Blair,2012-04-04,2012-04-05,1,AR-22565-01,,,,,,,,,,,,,,2012-04-05,--none--,,2012-04-04 18:27:46,2012-04-16 20:00:08,,,,,,,,,,,,
P8711,Feedlot Health - FHMS 1043/1032,9. Billed,100%,BMLC,Contacts::::Becky Sitter,2012-04-04,2012-04-10,13,AR-22602-01 - AR-22614-01,,,,,,,,,,,,,,2012-04-10,Analysis,,2012-04-04 18:10:22,2012-04-17 20:04:46,,,,,,,,,,,,
P8710,Easter seal house 3981 Oak St Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-04-04,2012-04-05,1,AR-22564-01,,,,,,,,,,,,,,2012-04-05,--none--,,2012-04-04 18:06:57,2012-04-16 20:05:20,,,,,,,,,,,,
P8709,2424 Scotia st Van - LEAD TCLP,9. Billed,100%,BMLC,Contacts::::Don Blair,2012-03-29,2012-04-05,1,AR-22563-01,,No Electronic C of C provided.,,,,,,,,,,,,2012-04-05,Analysis,,2012-04-04 16:02:12,2012-04-16 20:00:45,,,,,,,,,,,,
P8708,P8708 Terrawest HIPA11-01,9. Billed,100%,BMLC,Contacts::::Erich Bell,2012-04-02,2012-04-05,1,AR-22560-01,,Long weekend.,,,,,,,,,,,,2012-04-10,Analysis,,2012-04-03 21:09:21,2013-05-01 19:25:38,,,,,,,,,,,,
P8707,262 Pare Crt Coq,9. Billed,100%,admin,Contacts::::Don Blair,2012-04-03,2012-04-04,1,,,,,,,,,,,,,,,2012-04-04,--none--,,2012-04-03 19:58:17,2012-04-16 20:01:02,,,,,,,,,,,,
P8706,1348 w 55  Ave Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-04-03,2012-04-04,4,AR-22555-01 to AR-22558-01,,,,,,,,,,,,,,2012-04-04,--none--,,2012-04-03 19:14:04,2012-04-16 20:01:27,,,,,,,,,,,,
P8705,Colleen Bieche - Coliforms,9. Billed,100%,BMLC,Contacts::::Colleen Bieche,2012-04-02,2012-04-03,1,AR-22554-01,,Quoted $55.1 (Analysis) + $3.55 (Disposal) + $2.93 (GST) = $61.58,,,,,,,,,,,,2012-04-03,--none--,,2012-04-03 19:04:13,2012-04-06 18:16:28,,,,,,,,,,,,
P8704,13819 Berg Rd Sry,9. Billed,100%,admin,Contacts::::Don Blair,2012-04-02,2012-04-03,1,AR-22550-01,,,,,,,,,,,,,,2012-04-04,--none--,,2012-04-02 18:16:38,2012-04-16 20:01:45,,,,,,,,,,,,
P8703,4150 Madeley Rd N Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-04-02,2012-04-03,1,AR-22548-01,,,,,,,,,,,,,,2012-04-04,--none--,,2012-04-02 18:14:54,2012-04-16 20:02:02,,,,,,,,,,,,
P8702,10474 69 St Sry,9. Billed,100%,admin,Contacts::::Don Blair,2012-04-02,2012-04-03,4,AR-22544-01 to AR-22547-01,,,,,,,,,,,,,,2012-04-04,--none--,,2012-04-02 18:10:08,2012-04-16 20:02:21,,,,,,,,,,,,
P8701,5707 Spruce St BBY,9. Billed,100%,admin,Contacts::::Don Blair,2012-04-02,2012-04-03,4,AR-22536-01 to AR-22539-01,,,,,,,,,,,,,,2012-04-04,--none--,,2012-04-02 18:04:28,2012-04-16 20:02:41,,,,,,,,,,,,
P8700,AIrvironment,9. Billed,100%,BMLC,Contacts::::Parvin Kassam,2012-03-29,2012-04-05,6,"AR-22533-01 - AR-22535-01, AR-22551-01 - AR-22553-01",,"Bill for 5 carbon traps (they messed up 2) @ $35.00 each.
For VOC Samples (22533-22535) charge $150 each.
For Metals Samples (22551-22553) charge $53.05 each (includes $3.55 disposal fee)",,,,,,,,,,,,2012-04-05,Analysis,,2012-03-31 00:01:11,2012-04-16 18:20:19,,,,,,,,,,,,
P8699,Residential One - Potability,9. Billed,100%,BMLC,Accounts::::Residential One,2012-03-30,2012-04-03,1,AR-22523-01,,,,,,,,,,,,,,2012-04-03,Analysis,,2012-03-30 22:27:38,2012-04-12 18:39:09,,,,,,,,,,,,
P8698,3217 W 32 Ave,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-30,2012-04-02,5,AR-22527-01 to AR-22531-01,,,,,,,,,,,,,,2012-04-02,--none--,,2012-03-30 21:54:41,2012-04-02 18:54:06,,,,,,,,,,,,
P8697,P8697 Terrawest JRCY12-01,9. Billed,100%,BMLC,Contacts::::Adam Mabbott,2012-03-28,2012-04-03,1,AR-22526-01,,,,,,,,,,,,,,2012-04-04,Analysis,,2012-03-30 20:52:26,2013-05-01 19:27:30,,,,,,,,,,,,
P8696,QC Developers - Au Analysis,9. Billed,100%,BMLC,Contacts::::Balraj Sandhu,2012-03-26,2012-04-02,4,,,,,,,,,,,,,,,2012-04-02,Analysis,,2012-03-30 19:18:25,2012-04-06 18:33:42,,,,,,,,,,,,
P8695,P8695 Terrawest STLS12-02,9. Billed,100%,BMLC,Contacts::::Tyler Schon,2012-03-26,2012-04-02,1,AR-22521-01,,"Samples sent to Access Labs due to accreditation issues. Dropped of on March 26, 2012 for 5 day turnaround.  Bill Client $170",,,,,,,,,,,,2012-04-03,Analysis,,2012-03-30 18:02:25,2013-05-01 17:42:36,,,,,,,,,,,,
P8694,C5 Plus - VOC,9. Billed,100%,BMLC,Contacts::::Curt Lamontagne,2012-03-28,2012-04-04,5,AR-22516-01 - AR-22520-01,,,,,,,,,,,,,,2012-04-04,Analysis,,2012-03-30 17:01:15,2012-04-12 17:54:57,,,,,,,,,,,,
P8693,2424 Scotia st Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-29,2012-03-30,1,AR-22515-01,,,,,,,,,,,,,,2012-03-29,--none--,,2012-03-29 19:17:02,2012-04-02 18:53:36,,,,,,,,,,,,
P8692,2114 Kirkstone pl n van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-29,2012-03-30,1,AR-22514-01,,,,,,,,,,,,,,2012-03-29,--none--,,2012-03-29 18:00:48,2012-04-02 18:52:37,,,,,,,,,,,,
P8691,MEG Energy EVAP Phase 1,9. Billed,100%,BMLC,Contacts::::Mark Wong,2012-03-27,2012-04-03,3,AR-22511-01 - AR-22513-01,,"Will need PO. Have asked Mark Wong to get one for us. Report sent using quaries on April 5, 2012. PDF will be sent once metals results are verified.",,,,,,,,,,,,2012-04-05,Analysis,,2012-03-28 18:37:23,2012-05-24 22:18:04,,,,,,,,,,,,
P8690,925 Burnaby St Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-28,2012-03-29,2,AR-22497-01 to AR-22498-01,,,,,,,,,,,,,,2012-03-29,--none--,,2012-03-28 18:22:19,2012-04-02 18:52:06,,,,,,,,,,,,
P8689,4470 Osler St Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-28,2012-03-29,1,AR-22496-01,,,,,,,,,,,,,,2012-03-29,--none--,,2012-03-28 18:12:18,2012-04-02 18:51:40,,,,,,,,,,,,
P8688,1215 Clyde Ave W Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-28,2012-03-29,1,AR-22495-01,,,,,,,,,,,,,,2012-03-29,--none--,,2012-03-28 18:08:42,2012-04-02 18:51:00,,,,,,,,,,,,
P8687,4470 Osler St Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-28,2012-03-29,4,AR-22491-01 to AR-22494-01,,,,,,,,,,,,,,2012-03-29,--none--,,2012-03-28 18:01:44,2012-04-02 18:50:23,,,,,,,,,,,,
P8686,C5 Plus - VOC 8812,9. Billed,100%,BMLC,Contacts::::Curt Lamontagne,2012-03-23,2012-03-28,5,,,,,,,,,,,,,,,2012-03-28,Analysis,,2012-03-28 00:21:15,2012-04-06 18:38:38,,,,,,,,,,,,
P8685,P8685 Terrawest JRCY12-01,9. Billed,100%,BMLC,Contacts::::Adam Mabbott,2012-03-27,2012-03-30,5,AR-22485-01 - AR-22489-01,,No Electronic C of C provided.,,,,,,,,,,,,2012-04-04,Analysis,,2012-03-27 22:20:52,2013-05-01 19:30:02,,,,,,,,,,,,
P8684,4390 Prospect Pl N Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-27,2012-03-28,7,AR-22473-01 to AR-22479-01,,,,,,,,,,,,,,2012-03-28,--none--,,2012-03-27 19:44:21,2012-04-02 18:49:57,,,,,,,,,,,,
P8683,"CNRL - Missing Box, Awaiting Client Response",9. Billed,100%,BMLC,Contacts::::Ken Krewulak,2012-03-23,2012-03-29,6,AR-22467-01 - AR-22472-01,,"Only 2 of 3 boxes arrived.  Waiting for response from client. Currently proceeding with samples we have. Left 2 emails and a voicemail for Ediwn Au. Edwin advised to hold off sending report until he gets a chance to track the other samples - March 28, 2012 @ 11:00AM

BILLED for 4 out of the 6 samples!",,,,,,,,,,,,2012-03-29,Analysis,,2012-03-27 01:04:56,2012-04-06 20:08:06,,,,,,,,,,,,
P8682,P8682 Terrawest TWBI12-01,9. Billed,100%,BMLC,Contacts::::Adam Mabbott,2012-03-26,2012-03-30,1,AR-22490-01,,,,,,,,,,,,,,2012-03-30,Analysis,,2012-03-27 01:03:50,2013-05-01 17:43:31,,,,,,,,,,,,
P8681,4390 Prospect Pl N Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-26,2012-03-27,11,AR-22456-01 to AR-22466-01,,,,,,,,,,,,,,2012-03-28,--none--,,2012-03-26 22:12:43,2012-04-02 18:49:30,,,,,,,,,,,,
P8680,550 Aoutherland St N Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-26,2012-03-27,5,AR-22451-01 to AR-22455-01,,,,,,,,,,,,,,2012-03-27,--none--,,2012-03-26 21:25:35,2012-04-02 18:48:49,,,,,,,,,,,,
P8679,P8679 Terrawest PTML12-01,9. Billed,100%,BMLC,Contacts::::Adam Mabbott,2012-03-23,2012-03-28,2,AR-22441-01 - AR-22442-01,,,,,,,,,,,,,,2012-03-28,Analysis,,2012-03-26 18:49:21,2013-05-01 19:31:44,,,,,,,,,,,,
P8678,6345 Argyle Ave W Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-23,2012-03-26,3,AR-22443-01 to AR-22445-01,,,,,,,,,,,,,,2012-03-26,--none--,,2012-03-26 18:28:51,2012-03-26 21:28:59,,,,,,,,,,,,
P8677,856 Hendecourt N Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-23,2012-03-26,2,AR-22435-01 to AR-22436-01,,,,,,,,,,,,,,2012-03-26,--none--,,2012-03-26 18:27:58,2012-03-26 20:22:04,,,,,,,,,,,,
P8676,297 E 62 Ave Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-23,2012-03-26,2,AR-22433-01 to AR-22434-01,,,,,,,,,,,,,,2012-03-26,--none--,,2012-03-26 18:27:12,2012-03-26 19:33:38,,,,,,,,,,,,
P8675,7139 18 ave BBY,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-23,2012-03-26,1,AR-22432-01,,,,,,,,,,,,,,2012-03-26,--none--,,2012-03-26 18:26:20,2012-03-26 19:32:01,,,,,,,,,,,,
P8674,CFS (NRC) Oil Sands Process Water - Ca,9. Billed,100%,BMLC,Contacts::::Martin Blank,2012-03-21,2012-03-23,32,AR-22371-01 - AR-22402-01,,,,,,,,,,,,,,2012-03-23,Analysis,,2012-03-23 00:13:59,2012-03-23 19:37:24,,,,,,,,,,,,
P8673,6526 Main St Vancouver,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-22,2012-03-23,3,,,,,,,,,,,,,,,2012-03-23,--none--,,2012-03-22 18:56:12,2012-03-26 19:31:35,,,,,,,,,,,,
P8672,950 W Broadway Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-21,2012-03-22,4,AR-22329-01 to AR-22332-01,,,,,,,,,,,,,,2012-03-21,--none--,,2012-03-21 22:00:11,2012-03-26 19:31:06,,,,,,,,,,,,
P8671,19368 62A Ave Surrey,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-21,2012-03-22,2,AR-22327-01 to AR-22328-01,,,,,,,,,,,,,,2012-03-22,--none--,,2012-03-21 17:47:16,2012-03-26 19:30:44,,,,,,,,,,,,
P8670,1630 Alberni St Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-21,2012-03-22,1,AR-22326-01,,,,,,,,,,,,,,2012-03-22,--none--,,2012-03-21 17:42:11,2012-03-26 19:30:22,,,,,,,,,,,,
P8669,1157 Nelson St Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-21,2012-03-22,4,AR-22322-01 to AR-22325-01,,,,,,,,,,,,,,2012-03-21,--none--,,2012-03-21 17:35:58,2012-03-26 19:29:59,,,,,,,,,,,,
P8668,1050 Alberni St Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-21,2012-03-22,1,AR-22321-01,,,,,,,,,,,,,,2012-03-21,--none--,,2012-03-21 17:32:17,2012-03-26 19:29:39,,,,,,,,,,,,
P8667,3212 Robinson Rd N Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-21,2012-03-22,4,AR-22313-01 to AR-22316-01,,,,,,,,,,,,,,2012-03-21,--none--,,2012-03-21 17:27:54,2012-03-26 19:29:16,,,,,,,,,,,,
P8666,TeckCoal - Elk Poo,9. Billed,100%,BMLC,Contacts::::Lanny Amos,2012-03-16,2012-03-22,1,AR-22336-01 - AR-22338-01,,,,,,,,,,,,,,2012-03-22,Analysis,,2012-03-20 18:35:22,2012-03-28 18:24:00,,,,,,,,,,,,
P8665,43 Kingsley Rd Christina Lake,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-20,2012-03-21,1,AR-22303-01,,,,,,,,,,,,,,2012-03-22,--none--,,2012-03-20 18:03:46,2012-03-26 19:28:53,,,,,,,,,,,,
P8664,6637 Sherbrook St Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-20,2012-03-21,1,AR-22301-01,,,,,,,,,,,,,,2012-03-22,--none--,,2012-03-20 17:42:39,2012-03-26 19:28:32,,,,,,,,,,,,
P8663,Feedrite - Cluny Barn/Poultry Water,9. Billed,100%,BMLC,Contacts::::Shannon Fox,2012-03-15,2012-03-21,1,AR-22302-01,,No Electronic C of C provided.,,,,,,,,,,,,2012-03-21,Analysis,,2012-03-20 17:40:00,2012-03-26 18:53:40,,,,,,,,,,,,
P8662,504 888 Bute St Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-19,2012-03-20,13,AR-22286-01 to AR-22298-01,,,,,,,,,,,,,,2012-03-20,--none--,,2012-03-20 00:21:47,2012-03-26 19:28:14,,,,,,,,,,,,
P8661,472 E 60 Ave Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-19,2012-03-20,5,AR-22281-01 to AR-22285-01,,,,,,,,,,,,,,2012-03-20,--none--,,2012-03-19 23:06:30,2012-03-26 19:27:51,,,,,,,,,,,,
P8660,P8660 Terrawest - TWB12-01,9. Billed,100%,BMLC,Contacts::::Adam Mabbott,2012-03-15,2012-03-21,2,AR-22299-01 - AR-22300-01,,,,,,,,,,,,,,2012-03-21,Analysis,,2012-03-19 21:15:48,2013-05-01 17:44:12,,,,,,,,,,,,
P8659,303 15038 101 Ave Sry,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-19,2012-03-20,1,AR-22280-01,,,,,,,,,,,,,,2012-03-21,--none--,,2012-03-19 20:43:32,2012-03-26 19:27:29,,,,,,,,,,,,
P8658,303 15038 101 Ave Sry,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-19,2012-03-20,2,AR-22278-01 to AR-22279-01,,,,,,,,,,,,,,2012-03-20,--none--,,2012-03-19 20:22:49,2012-03-26 19:26:56,,,,,,,,,,,,
P8657,1157 Nelson St,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-19,2012-03-20,3,AR-22275-01 to AR-22277-01,,,,,,,,,,,,,,2012-03-20,--none--,,2012-03-19 20:19:42,2012-03-26 19:26:30,,,,,,,,,,,,
P8656,3721 Delbrook Ave N Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-19,2012-03-20,6,AR-22263-01 to AR-22268-01,,,,,,,,,,,,,,2012-03-20,--none--,,2012-03-19 20:15:34,2012-03-26 19:26:10,,,,,,,,,,,,
P8655,14 Ave Mission Ridge,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-19,2012-03-20,3,AR-22260-01 to AR-22262-01,,,,,,,,,,,,,,2012-03-20,--none--,,2012-03-19 20:00:23,2012-03-26 19:23:53,,,,,,,,,,,,
P8654,"QA Developers - Precious Metals Analsyis (Au, Ag, Ir)",9. Billed,100%,BMLC,Contacts::::Balraj Sandhu,2012-03-19,2012-03-22,1,AR-22259-01,,,,,,,,,,,,,,2012-03-26,Analysis,,2012-03-19 19:42:09,2012-03-28 18:59:40,,,,,,,,,,,,
P8653,856 Hendecourt Rd W Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-19,2012-03-20,2,AR-22257-01 to AR-22258-01,,,,,,,,,,,,,,2012-03-20,--none--,,2012-03-19 18:52:50,2012-03-26 21:01:00,,,,,,,,,,,,
P8652,51 East 27 Ave Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-19,2012-03-20,1,AR-22256-01,,,,,,,,,,,,,,2012-03-20,--none--,,2012-03-19 18:48:54,2012-03-26 19:23:12,,,,,,,,,,,,
P8651,1500 Haro St Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-19,2012-03-20,1,AR-22255-01,,,,,,,,,,,,,,2012-03-20,--none--,,2012-03-19 18:42:31,2012-03-26 19:22:51,,,,,,,,,,,,
P8650,7151 Francis R RMD,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-19,2012-03-20,1,AR-22254-01,,,,,,,,,,,,,,2012-03-20,--none--,,2012-03-19 18:37:44,2012-03-26 19:22:31,,,,,,,,,,,,
P8649,20990 95A Ave Langley,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-19,2012-03-20,1,AR-22253-01,,,,,,,,,,,,,,2012-03-20,--none--,,2012-03-19 18:17:40,2012-03-26 19:22:13,,,,,,,,,,,,
P8648,6021 Collingwood Pl Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-19,2012-03-20,1,AR-22252-01,,,,,,,,,,,,,,2012-03-20,--none--,,2012-03-19 17:59:27,2012-03-26 19:21:47,,,,,,,,,,,,
P8647,55A St Ladner,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-16,2012-03-19,1,AR-22251-01,,,,,,,,,,,,,,2012-03-19,--none--,,2012-03-16 23:15:53,2012-03-19 22:43:53,,,,,,,,,,,,
P8646,4716 55A St Ladner,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-16,2012-03-19,5,AR-22245-01 to AR-22249-01,,,,,,,,,,,,,,2012-03-19,--none--,,2012-03-16 23:02:54,2012-03-19 22:43:04,,,,,,,,,,,,
P8645,C5 Plus - VOC,9. Billed,100%,BMLC,Contacts::::Curt Lamontagne,2012-03-12,2012-03-23,10,AR-22230-01 - AR-22239-01,,,,,,,,,,,,,,2012-03-26,Analysis,,2012-03-16 20:13:04,2012-03-28 20:58:04,,,,,,,,,,,,
P8644,Western SIte - Morrin,9. Billed,100%,BMLC,Contacts::::Andre Madden,2012-03-15,2012-03-16,5,AR-22225-01 - AR-22229-01,,,,,,,,,,,,,,2012-03-16,Analysis,,2012-03-16 19:00:34,2012-03-19 22:42:30,,,,,,,,,,,,
P8643,1136 Haywood Ave W Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-16,2012-03-19,1,AR-22223-01,,,,,,,,,,,,,,2012-03-19,--none--,,2012-03-16 17:03:52,2012-03-19 22:42:02,,,,,,,,,,,,
P8642,108 101 parkside prt mdy,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-16,2012-03-19,1,,,,,,,,,,,,,,,2012-03-16,--none--,,2012-03-16 16:57:45,2012-03-19 22:41:39,,,,,,,,,,,,
P8641,6526 Main St Vancouver,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-15,2012-03-16,2,AR-22173-01 to AR-22174-01,,,,,,,,,,,,,,2012-03-16,--none--,,2012-03-15 17:05:27,2012-03-19 22:41:10,,,,,,,,,,,,
P8640,5001/5003 57 St Ladner,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-14,2012-03-15,1,AR-22164-01,,,,,,,,,,,,,,2012-03-16,--none--,,2012-03-14 17:41:13,2012-03-19 22:40:45,,,,,,,,,,,,
P8639,5001/5003 57 st Ladner,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-14,2012-03-15,5,AR-22159-01 to AR-22163-01,,,,,,,,,,,,,,2012-03-16,--none--,,2012-03-14 17:27:34,2012-03-19 22:40:20,,,,,,,,,,,,
P8638,105 13507 96 Ave Sry,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-14,2012-03-15,7,AR-22136-01 to AR-22142-01,,,,,,,,,,,,,,2012-03-16,--none--,,2012-03-14 17:26:35,2012-03-19 22:39:57,,,,,,,,,,,,
P8637,8402 Millstone St Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-14,2012-03-15,1,AR-22127-01,,,,,,,,,,,,,,2012-03-16,--none--,,2012-03-14 17:23:12,2012-03-19 22:39:35,,,,,,,,,,,,
P8636,Feedlot Health - Weekly Silage Samples,9. Billed,100%,BMLC,Contacts::::Becky Sitter,2012-03-12,2012-03-19,8,AR-22165-01 - AR-22172-01,,,,,,,,,,,,,,2012-03-21,Analysis,,2012-03-14 17:22:41,2012-03-26 18:27:10,,,,,,,,,,,,
P8635,238B St Maple Ridge,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-14,2012-03-15,2,AR-22117-01 to AR-22118-01,,,,,,,,,,,,,,2012-03-15,--none--,,2012-03-14 17:17:45,2012-03-19 22:39:09,,,,,,,,,,,,
P8634,11979 230 St Maple Ridge,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-14,2012-03-15,5,AR-22112-01 to AR-22116-01,,,,,,,,,,,,,,2012-03-15,--none--,,2012-03-14 17:11:53,2012-03-19 22:38:41,,,,,,,,,,,,
P8633,Paul Lock - Potability,9. Billed,100%,BMLC,Contacts::::Paul Lock,2012-03-14,2012-03-16,1,AR-22111-01,,,,,,,,,,,,,,2012-03-16,Analysis,,2012-03-14 14:08:27,2012-03-22 21:02:04,,,,,,,,,,,,
P8632,P8632 CNRL Samples (Derek Toullelan) February Samples,9. Billed,100%,BMLC,Contacts::::Derek Toullelan,2012-03-15,2012-03-21,41,AR-22181-01 - AR-22222-01,,Job has been Invoiced already!!!!!,,,,,,,,,,,,2012-03-22,--none--,,2012-03-14 02:56:01,2012-03-26 17:59:49,,,,,,,,,,,,
P8631,C5 Plus - BP-8817,9. Billed,100%,BMLC,Contacts::::Curt Lamontagne,2012-03-12,2012-03-16,3,AR-22108-01 - AR-22110-01,,,,,,,,,,,,,,2012-03-16,Analysis,,2012-03-13 22:32:46,2012-03-20 16:04:52,,,,,,,,,,,,
P8630,Air Testing Plus - Furnace Insulation,9. Billed,100%,BMLC,Contacts::::Dave Day,2012-03-13,2012-03-13,1,AR-22107-01,,,,,,,,,,,,,,2012-03-13,Analysis,,2012-03-13 19:07:55,2012-03-19 22:34:20,,,,,,,,,,,,
P8629,21010 Stonehouse Ave M.R.,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-13,2012-03-14,3,AR-22101-01 to AR-22103-01,,,,,,,,,,,,,,2012-03-14,--none--,,2012-03-13 18:28:52,2012-03-19 22:38:19,,,,,,,,,,,,
P8628,P8628 Terrawest MTSJ12-01,9. Billed,100%,BMLC,Contacts::::Erich Bell,2012-03-13,2012-03-16,2,AR-22179-01 - AR-22180-01,,Billed in advance - please change to reflect once job is completed,,,,,,,,,,,,2012-03-19,Analysis,,2012-03-13 17:55:58,2013-05-01 19:33:12,,,,,,,,,,,,
P8627,25387 102 Ave Maple R,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-12,2012-03-13,3,AR-22098-01 to AR-22100-01,,,,,,,,,,,,,,2012-03-14,--none--,,2012-03-12 23:43:14,2012-03-19 22:37:47,,,,,,,,,,,,
P8626,2663 Delahaye Dr COQ,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-12,2012-03-13,1,AR-22097-01,,,,,,,,,,,,,,2012-03-14,--none--,,2012-03-12 23:22:43,2012-03-19 22:37:23,,,,,,,,,,,,
P8625,5328 Parker St BBY,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-12,2012-03-13,3,AR-22094-01 to AR-22096-01,,,,,,,,,,,,,,2012-03-14,--none--,,2012-03-12 22:22:14,2012-03-19 22:37:02,,,,,,,,,,,,
P8624,CFS (NRC) Oil sands process water,9. Billed,100%,BMLC,Accounts::::Natural Resources Canada (NRCAN),2012-03-09,2012-03-15,32,AR-22062-01 - AR-22093-01,,,,,,,,,,,,,,2012-03-15,Analysis,,2012-03-12 20:42:17,2012-03-23 00:17:38,,,,,,,,,,,,
P8623,P8623 Terrawest JSCY10-02,9. Billed,100%,BMLC,Contacts::::Erich Bell,2012-03-12,2012-03-15,4,AR-22058-01 - AR-22061-01,,,,,,,,,,,,,,2012-03-16,--none--,,2012-03-12 18:25:23,2013-05-01 19:34:25,,,,,,,,,,,,
P8622,915 E 13 St N Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-12,2012-03-13,2,AR-22052-01 to AR-22053-01,,,,,,,,,,,,,,2012-03-14,--none--,,2012-03-12 17:17:38,2012-03-19 22:36:38,,,,,,,,,,,,
P8621,1626 Andrew N Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-12,2012-03-13,1,AR-22051-01,,,,,,,,,,,,,,2012-03-14,--none--,,2012-03-12 17:13:20,2012-03-19 22:36:11,,,,,,,,,,,,
P8620,P8620 Terrawest JRCY12-01,9. Billed,100%,BMLC,Contacts::::Mathew Isenor,2012-03-12,2012-03-16,4,AR-22054-01 - AR-22057-01,,,,,,,,,,,,,,2012-03-16,Analysis,,2012-03-12 17:06:24,2013-05-01 19:36:30,,,,,,,,,,,,
P8619,2652 Poplynn Pl N Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-12,2012-03-13,1,AR-22050-01,,,,,,,,,,,,,,2012-03-14,Analysis,,2012-03-12 17:03:45,2012-03-19 22:35:44,,,,,,,,,,,,
P8618,Artis Reit,9. Billed,100%,BMLC,Contacts::::Allen Stafford,2012-03-09,2012-03-09,1,,,,,,,,,,,,,,,2012-03-09,Analysis,,2012-03-09 18:47:26,2012-03-14 03:20:08,,,,,,,,,,,,
P8617,6021 Collingwood Pl Van,9. Billed,100%,admin,Contacts::::Don Blair,2012-03-09,2012-03-09,1,AR-22048-01,,,,,,,,,,,,,,2012-03-09,--none--,,2012-03-09 18:16:30,2012-03-12 17:14:30,,,,,,,,,,,,
P8616,Tschetter Farms - Coliform water Tests 2,9. Billed,100%,BMLC,Contacts::::Eddie Stahl,2012-03-07,2012-03-08,3,AR-22045-01 - AR-22047-01,,Send invoice to anna.thompson@feedrite.com,,,,,,,,,,,,2012-03-08,--none--,,2012-03-09 00:03:40,2012-03-14 04:42:55,,,,,,,,,,,,
